100;961.938;965.543;100.249
200;918.31;978.849;100.335
300;896.649;1010.323;100.122
400;894.412;1080.206;99.969
500;974.617;1022.384;106.056
600;933.64;1028.106;106.989
700;995.258;1038.936;99.736
800;997.518;1006.376;99.977
