100;553423.2649;4988858.812;96.1853
200;553398.2756;4988896.957;96.2704
300;553401.7871;4988934.993;96.058
400;553444.8;4988990.094;95.9047
500;553469.3847;4988894.35;101.9918
600;553441.5781;4988924.973;102.9244
700;553495.8317;4988893.849;95.6716
800;553476.726;4988867.397;95.9124
