point_id,X,Y,Z
0,-41.51086759434492,164.04411195876372,104.1838845331779
1,-9.43504936973396,182.56637737657923,86.8168828086637
2,-6.1898702639563865,165.5321761238736,93.43717165935495
3,-18.184309986211282,159.72349965432727,100.62461002431505
4,-14.176171022628772,158.7084076803211,97.89848538702937
5,-7.904432923340337,179.1471770039771,87.57793677978879
6,-19.461508526152528,163.02532735290367,100.27446506884115
7,-6.776026199004612,165.04152840636252,93.95208986759668
8,-29.005694094204486,168.44144073683384,96.95382477660766
9,-6.02856445225494,163.93103793067846,93.63481525751905
10,-15.263315050257113,156.70138661504197,98.96093954906468
11,-14.176171022628772,158.7084076803211,97.89848538702937
12,-9.47628745296366,182.58847966375862,86.81632426580978
13,-10.964522907474574,177.17140988228869,92.66508632530451
14,-6.1898702639563865,165.5321761238736,93.43717165935495
15,-7.362989700161762,179.35526980956936,87.68412717839354
16,-6.698126592200893,169.89002833296382,93.43051307077192
17,-34.25947447021679,201.27621088770772,105.54442400111597
18,-16.90821086928311,175.59690293027094,97.45592721133659
19,-20.584425606789537,193.92463311956934,96.10985705100146
20,-29.877010149968655,182.44056587454077,106.60004628808582
21,-22.00542273368613,198.5274754718455,96.10252344516469
22,-6.698126592200893,169.89002833296382,93.43051307077192
23,-14.609739919941688,198.98188733003394,89.85509449140436
24,-33.931443664010075,198.75391243854867,104.07752682475021
25,-10.964522907474574,177.17140988228869,92.66508632530451
26,-28.784357864568065,195.61661377854122,101.45173015017288
27,-9.43504936973396,182.56637737657923,86.8168828086637
28,-24.409475443086578,191.27873398215337,101.05328884627176
29,-23.074386547459895,185.28807625912535,100.01605691703882
30,-30.350486473813262,199.7791957952276,103.4672361574082
31,0.3830105790536322,165.83329995233856,88.26885039068176
32,-33.871371115077665,200.96096960105103,104.67031457210184
33,-7.276147911562958,170.5393447588395,94.0564787684337
34,-24.80800656888961,188.75055002685326,100.6762085551425
35,-17.536435941595613,199.1466376994489,92.20065609156042
36,-22.63739242982753,181.82342626991445,100.14719875520936
37,-6.31817351298541,167.06424300547067,93.4457215662226
38,-31.512109993061287,204.18918844776368,104.37855007289481
39,-5.995704732932637,169.39755851884527,92.07220763878993
40,-16.168579207792348,210.37450529415025,91.42468282246814
41,-20.98680808128482,175.0426739368209,101.0209334286514
42,-7.904432923340337,179.1471770039771,87.57793677978879
43,-22.88026447459295,184.61371198967527,99.7270793519996
44,-16.98975642181388,198.24678748075408,91.59637712470519
45,-19.764381090754895,176.3357826084819,98.86862070741196
46,-32.96243840623231,185.75431658320525,107.24409384304656
47,-21.485901245134983,205.1457771185033,96.22745803544797
48,-9.518761425149592,169.9407240439188,95.12981009409539
49,-11.11560724557259,180.04564370452988,90.27900564952456
50,-17.744223106725045,196.48176505757766,91.10440226061422
51,-7.499911847983341,175.35626189535017,89.35410091750028
52,-6.2793103834402615,168.05133427410757,92.8788545655546
53,-21.986591742970106,176.71563695037662,100.56779097955727
54,-20.33808464672974,190.4349304768469,96.62153207371344
55,-15.025976120493453,201.15167351526205,90.63540354612874
56,-21.83578464803189,207.49055951951792,96.12501596554296
57,-14.477667996743335,171.84576295305,96.69597230639087
58,-21.422207039835797,177.92612314736476,100.02711394297725
59,-12.229508898145198,179.66145324960638,93.06644228735153
60,-22.25953438584567,177.12207550428656,100.54898939036758
61,-21.54976055972979,176.01724915118854,100.58210228649257
62,-10.964522907474574,177.17140988228869,92.66508632530451
63,-20.584425606789537,193.92463311956934,96.10985705100146
64,-16.90821086928311,175.59690293027094,97.45592721133659
65,-22.99775889461725,182.63895167151082,100.03343142893955
66,-23.110920617530226,185.27386713867224,100.01935702090421
67,-7.094376619858636,170.07445119640673,93.44161102420314
68,-20.995633098468176,197.61096036146333,95.50052511332431
69,-14.609739919941688,198.98188733003394,89.85509449140436
70,-9.600378812498718,172.14971009379545,94.10561045815741
71,-20.170753817881263,177.93502935796403,101.10167176695697
72,-9.47628745296366,182.58847966375862,86.81632426580978
73,-16.168579207792348,210.37450529415025,91.42468282246814
74,-24.409475443086578,191.27873398215337,101.05328884627176
75,-14.410172697362924,173.97319906088086,99.93252425481413
76,-17.536435941595613,199.1466376994489,92.20065609156042
77,-9.518761425149592,169.9407240439188,95.12981009409539
78,-22.63739242982753,181.82342626991445,100.14719875520936
79,-5.621607768757471,229.49339307979216,88.06411856574556
80,-0.7990563118265328,227.4157812590819,83.48523738242307
81,-1.2049348604275565,245.70571585234077,91.28941231791298
82,-6.058401025200979,242.61054279270968,92.54725158793693
83,-7.382389417779521,224.3536840415822,87.43511757643422
84,0.7286372828554164,229.15256391070847,83.04722186556683
85,-8.606404474212866,217.32248248322543,85.80573178535532
86,-4.975071747474317,232.99306171998478,89.1666869130233
87,-23.968069311965877,249.01694088799775,103.4031096207374
88,-7.957555591561658,244.1632980822462,94.62562094901098
89,-5.787373915602686,243.29066725565337,92.62769886760269
90,-18.743266845075055,221.5030068906321,95.1485176533622
91,-0.9594772916179721,226.46066690739576,83.2889679807209
92,-13.391976976286756,212.16951170397397,89.21362127543304
93,-0.1913966596293193,227.14481820516338,82.88959703851573
94,-6.423445584936644,242.36776975345833,92.84096588768334
95,-9.117752194931796,244.0912543326022,95.53438281369463
96,-9.673423885151593,216.0110073003724,86.32026010901234
97,-15.839037004668626,249.47713058435687,98.1958059067724
98,-12.992468370227016,252.96028429243782,96.58110997179176
99,-1.5711729245136752,228.8379910165208,84.91718256740354
100,-7.4385184639614295,243.01129272247988,93.75657988073827
101,-45.94797822012998,233.1507531090357,115.20108721110262
102,-19.705916596286897,221.44716485983838,95.98620464448366
103,-16.36866212476626,211.0262146513184,91.79948228756997
104,2.9805717226705326,236.9458944320796,84.54216907991777
105,1.6908204096146733,230.42719497528037,82.6577998837973
106,2.4818462363466978,229.60861579660855,81.68468673399211
107,-10.278129446849917,243.65240317084647,96.42989904669963
108,-10.121990740945847,218.9890686822317,87.63265577031707
109,-24.98997096682558,218.1790138168959,99.77201603592331
110,-12.809222090979617,219.51913134136862,90.21030997543502
111,-9.196069824156524,216.7265448780474,86.0457413655663
112,-30.468265768228193,247.1567456214657,107.47009525389072
113,-23.913522664683725,250.0094535989171,103.98006716455954
114,-14.24727471693626,242.4776004560602,98.72022641987137
115,-16.168579207792348,210.37450529415025,91.42468282246814
116,-20.31182604751804,219.1964097553547,96.02199682274771
117,1.3868414173280286,230.90582147111974,83.41219828966963
118,-7.129960839940878,243.5592624411513,93.71174080151785
119,-18.117523915867395,220.72687423693475,94.69313940447202
120,-30.675074787481144,219.80713166664677,104.10824746397175
121,-11.709741328717868,213.349782749373,87.80182467069884
122,-5.8521087651974,235.08930123608906,90.63731034318
123,-11.14170030623437,213.99545441908379,87.46831970769797
124,-28.977913539881087,246.97195123862645,106.7700456448488
125,-6.301340294688487,231.0671242390055,89.37208842655838
126,-8.632671995354883,244.1447460410119,95.23330713946096
127,-19.735657137720906,215.18450068564374,95.22665250536248
128,-13.826868832354933,249.9056835544436,100.67087569542161
129,-16.689608651195513,220.2791106381145,93.48134581011875
130,-15.95620283429433,216.0576538123776,92.13860749203144
131,-16.64784332026909,220.7691221997216,93.58251756752479
132,-17.81428952220807,223.9884440330843,95.33436358098832
133,-8.451980675326695,245.92520943457623,95.11731751110509
134,-2.617152069167247,249.78139937413357,90.85456142250263
135,-15.691018640492445,223.73706652131884,93.5137591877388
136,-3.5538257309549977,229.7625852046205,86.97309194768789
137,-26.545847194474362,220.43782423092932,101.08403725626064
138,-10.272280346910037,216.46714600823157,87.2493954202073
139,-24.715160307048023,221.61525351563375,99.77442973148835
140,-13.537222630537315,252.0215612828269,96.9308457282609
141,-12.409404184311171,238.94133154375038,96.99507825052363
142,-11.555354646766062,251.8933031074863,95.52209869004061
143,-15.884760359969206,228.45115415092488,95.04949963560402
144,0.24848219465950194,229.2777193890531,83.62228397613333
145,-4.054846952014003,235.9372320117327,89.55100899817457
146,-12.285286821862343,252.4304509685445,98.51911342690157
147,-10.278129446849917,243.65240317084647,96.42989904669963
148,-0.7990563118265328,227.4157812590819,83.48523738242307
149,-7.957555591561658,244.1632980822462,94.62562094901098
150,-6.058401025200979,242.61054279270968,92.54725158793693
151,-6.423445584936644,242.36776975345833,92.84096588768334
152,1.6912166703840086,216.6820878800396,62.798866882626925
153,-4.9690956385270795,232.99125477081265,89.1976454363604
154,-0.1913966596293193,227.14481820516338,82.88959703851573
155,-5.787373915602686,243.29066725565337,92.62769886760269
156,-9.673423885151593,216.0110073003724,86.32026010901234
157,0.7286372828554164,229.15256391070847,83.04722186556683
158,-6.000547561311748,224.9983595947607,72.59379915152306
159,-7.469690208166114,243.04001050191332,93.75748235255436
160,-7.382389417779521,224.3536840415822,87.43511757643422
161,-1.5711729245136752,228.8379910165208,84.91718256740354
162,-9.196069824156524,216.7265448780474,86.0457413655663
163,-0.9276720863908423,226.43355828447721,83.29019777876424
164,16.176861734026545,235.44717207497294,70.89595648774373
165,-10.308017410625276,216.49368655923874,87.2488528372341
166,1.2588373808250566,222.15170040484077,72.9076503722795
167,-16.168579207792348,210.37450529415025,91.42468282246814
168,-11.673229869628017,213.36077638410126,87.7998006485274
169,-20.306733136054902,219.192791762609,96.02169088567733
170,-18.117523915867395,220.72687423693475,94.69313940447202
171,-5.8521087651974,235.08930123608906,90.63731034318
172,1.3868414173280286,230.90582147111974,83.41219828966963
173,-24.950644822056432,218.15188238346934,99.769642189126
174,-3.5015493417391497,285.72680565515805,113.11443523687979
175,-11.506855414723788,264.32475805870615,93.64532134636607
176,-8.928218305697214,272.46298999720864,100.24594950313433
177,-2.5849993998427863,285.5422490106783,102.31085668334833
